x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,y
1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0.902775729
0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0.704207474
0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0.72965076
0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.810774281
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0.801279142
0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.751222242
0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0.734905352
0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0.760164267
0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0.792613675
0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.750945685
0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.752697215
0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0.762192355
0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.801740071
0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0.770212521
1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.865163915
0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.771318751
0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.75832055
0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.780076404
0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.816858545
1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.854285988
0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.731678848
0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0.8145539
0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.776112413
0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0.753526888
0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.849215768
1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.920751964
0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.779523289
0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.782841978
1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.854009431
0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0.77288591
0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.771134379
0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.755647161
1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.919184805
0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0.776204599
0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0.756015905
0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0.800910399
0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.791415259
0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0.744769235
0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.796116736
0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.731033548
1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0.857973421
0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.743386447
0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0.730941362
0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0.764497
1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0.869496648
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.873921568
1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.913838027
0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.803030673
0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0.735642839
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.809114937
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0.790216844
0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.730203875
0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.737025626
1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0.826445871
0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.751683171
0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.773439025
1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.920751964
0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.756753391
0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0.76339077
1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.890422829
1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0.851059484
0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.784224765
0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.726516442
1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0.816489802
0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0.78413258
1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0.857143749
0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.778970174
0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0.718127533
0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.791138702
1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.876502771
0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.790032472
0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.789387171
1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0.843684619
0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.726332071
0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.771964051
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0.9023148
0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.766432902
0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0.778877988
0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.786529411
0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0.776388971
0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.786252853
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.883601079
0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.741727103
0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0.805243132
0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0.762192355
0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.766340716
0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.787635641
0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.780629518
1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.91863169
0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.741819289
0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.768553176
1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0.84101123
1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.868021675
0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.808008707
0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0.760256452
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.844790849
0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.796393294
0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.803675973
1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.843408061
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0.83418948
0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.755923719
0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.79934324
1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.836586311
0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.764681372
0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0.746797323
1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0.829948932
0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.786621597
0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.754633117
1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.868390419
1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.876318399
0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.771410937
0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.819071005
0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0.790309029
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0.762561098
0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.817872589
0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.835572267
0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.797776081
0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0.84322369
1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.965185529
1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0.891160316
0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.858618722
0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.815475758
1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0.890054086
1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.929693988
0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0.790677773
0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.79537925
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0.767723504
1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.915036443
0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0.791784003
1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.92987836
0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.806810291
0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0.74928634
1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.943245304
0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.800357284
0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.843315876
1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0.874566868
1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.922503494
0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.797776081
0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0.809299308
1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.951542028
1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.923794096
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.019759534
0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.825616198
0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0.804597831
0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0.855207846
0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0.816950731
0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.831331719
0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.776296785
0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.895308678
1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0.941463045
1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0.879145431
1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0.950558712
1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0.920690507
1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0.894694106
1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0.920137392
1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0.96604593
1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0.954246145
1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0.914544785
1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0.914114585
1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.948100424
1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0.955352375
1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0.892727475
1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0.907415749
0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0.874167397
1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0.934579837
1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0.930032003
1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0.920813421
1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0.892666018
1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0.915282272
1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0.911103181
1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0.901024199
0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0.862060326
0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0.835449352
1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0.885475524
1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0.904158516
1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0.969180248
1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0.920751964
1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0.949452482
1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0.907354291
1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0.937898526
1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0.92898723
1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0.935563152
1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0.906616805
0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0.839198242
0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0.84565125
1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0.94090993
0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0.828566145
1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0.892973304
0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0.846265822
1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0.900655455
1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0.936669382
1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0.944843191
1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0.876502771
1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0.899241939
1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0.911103181
1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0.898627367
1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0.912393783
1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0.926774771
0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0.888917128
1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0.965124072
1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0.88578281
1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0.970347935
0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0.857389577
1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0.893342047
1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0.903359573
1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0.953815944
0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0.819716306
1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0.877916287
0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0.814062242
0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0.839628443
1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0.939189128
1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0.887810898
1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0.89328059
0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0.843561704
1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0.895308678
0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0.828074487
1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0.924931054
1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0.902745001
0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0.876871514
1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0.911779211
1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0.904896003
0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0.897951338
1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0.94883791
1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0.899057568
1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0.971269793
0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0.834097294
0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0.85425526
1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0.909259465
1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0.919154076
1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0.911594839
1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0.888056727
1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0.901946057
0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0.84497522
1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0.9398037
0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0.877424629
0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0.815783044
1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0.937898526
0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0.875519455
1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0.909075093
0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0.834158751
1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0.877670458
1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0.914360414
1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0.957564834
1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0.915958301
1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0.910734438
1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0.897275309
0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0.825001626
0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0.862736355
1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0.92105925
1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0.914237499
0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0.860769724
1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0.923087338
0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0.881603719
0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0.820085049
0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0.855607318
1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0.8895317
0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0.843192961
0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0.851796971
1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0.921612365
1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0.926528942
1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0.907968864
0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0.816889274
1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0.895062849
0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0.882402663
1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0.884615123
0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0.856098976
0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0.843131504
1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0.910550067
1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0.900532541
1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0.926959142
1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0.919707191
1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0.912147954
0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0.816889274
0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0.868636247
1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0.883447436
0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0.837538898
0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0.832560863
1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0.879083974
1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0.924685226
1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0.892973304
1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0.947240023
1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0.917125988
0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0.836862868
0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0.847249137
1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0.884492208
1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0.936915211
1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0.978153001
0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0.873122624
1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0.951972228
1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0.955536746
0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0.884062008
0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0.832929607
1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0.901823142
0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0.853517773
1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0.875335084
1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0.891313959
1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0.907784492
1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0.95479926
0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0.845528335
1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0.908829265
1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0.911840668
0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0.843561704
1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0.905203289
